read_time,write_counts,period
1373610660000.0,6.0,960000.0
1373611380000.0,9.0,720000.0
1373611980000.0,4.0,600000.0
1373612820000.0,7.0,840000.0
1373613900000.0,5.0,1080000.0
1373614560000.0,1.0,660000.0
1373615940000.0,3.0,1380000.0
1373616660000.0,2.0,720000.0
1373617260000.0,9.0,600000.0
1373617860000.0,6.0,600000.0
1373618520000.0,6.0,660000.0
1373619360000.0,6.0,840000.0
1373620080000.0,8.0,720000.0
1373620680000.0,9.0,600000.0
1373621400000.0,8.0,720000.0
1373622180000.0,7.0,780000.0
1373623440000.0,4.0,1260000.0
1373626200000.0,3.0,2760000.0
1373627280000.0,3.0,1080000.0
1373627880000.0,2.0,600000.0
1373628720000.0,4.0,840000.0
1373629740000.0,4.0,1020000.0
1373630940000.0,6.0,1200000.0
1373632440000.0,7.0,1500000.0
1373633040000.0,5.0,600000.0
1373634000000.0,4.0,960000.0
1373635200000.0,7.0,1200000.0
1373635980000.0,2.0,780000.0
1373637600000.0,3.0,1620000.0
1373638620000.0,1.0,1020000.0
1373639340000.0,6.0,720000.0
1373640600000.0,6.0,1260000.0
1373642460000.0,6.0,1860000.0
1373643180000.0,4.0,720000.0
1373644560000.0,8.0,1380000.0
1373645160000.0,4.0,600000.0
1373645820000.0,8.0,660000.0
1373646660000.0,5.0,840000.0
1373647260000.0,6.0,600000.0
1373648220000.0,5.0,960000.0
1373649540000.0,5.0,1320000.0
1373651460000.0,4.0,1920000.0
1373654520000.0,7.0,3060000.0
1373656080000.0,7.0,1560000.0
1373656980000.0,6.0,900000.0
1373657700000.0,5.0,720000.0
1373658660000.0,3.0,960000.0
1373660820000.0,6.0,2160000.0
1373661420000.0,2.0,600000.0
1373662020000.0,2.0,600000.0
1373662620000.0,0.0,600000.0
1373664000000.0,6.0,1380000.0
1373664720000.0,6.0,720000.0
1373665320000.0,5.0,600000.0
1373665980000.0,3.0,660000.0
1373666940000.0,6.0,960000.0
1373668320000.0,2.0,1380000.0
1373669280000.0,3.0,960000.0
1373670360000.0,2.0,1080000.0
1373671500000.0,4.0,1140000.0
1373673120000.0,6.0,1620000.0
1373674620000.0,2.0,1500000.0
1373675460000.0,7.0,840000.0
1373678040000.0,6.0,2580000.0
1373680200000.0,7.0,2160000.0
1373681580000.0,9.0,1380000.0
1373682360000.0,4.0,780000.0
1373683020000.0,6.0,660000.0
1373683680000.0,1.0,660000.0
1373684520000.0,4.0,840000.0
1373685900000.0,1.0,1380000.0
1373688480000.0,3.0,2580000.0
1373691480000.0,4.0,3000000.0
1373693880000.0,1.0,2400000.0
1373695020000.0,5.0,1140000.0
1373696640000.0,3.0,1620000.0
1373700420000.0,4.0,3780000.0
1373701560000.0,0.0,1140000.0
1373702820000.0,1.0,1260000.0
1373703720000.0,0.0,900000.0
1373704380000.0,1.0,660000.0
1373707860000.0,2.0,3480000.0
1373708880000.0,0.0,1020000.0
1373710740000.0,3.0,1860000.0
1373712060000.0,0.0,1320000.0
1373712780000.0,3.0,720000.0
1373713440000.0,5.0,660000.0
1373715360000.0,2.0,1920000.0
1373717880000.0,5.0,2520000.0
1373718480000.0,7.0,600000.0
1373719140000.0,5.0,660000.0
1373719980000.0,6.0,840000.0
1373720700000.0,5.0,720000.0
1373721900000.0,5.0,1200000.0
1373722920000.0,5.0,1020000.0
1373724660000.0,4.0,1740000.0
1373725740000.0,5.0,1080000.0
1373727300000.0,5.0,1560000.0
1373728140000.0,2.0,840000.0
1373730300000.0,7.0,2160000.0
1373731440000.0,1.0,1140000.0
1373732700000.0,0.0,1260000.0
1373733840000.0,2.0,1140000.0
1373735640000.0,2.0,1800000.0
1373736840000.0,1.0,1200000.0
1373738340000.0,1.0,1500000.0
1373739060000.0,3.0,720000.0
1373741040000.0,3.0,1980000.0
1373742240000.0,5.0,1200000.0
1373742900000.0,5.0,660000.0
1373743680000.0,1.0,780000.0
1373745480000.0,6.0,1800000.0
1373746380000.0,1.0,900000.0
1373747700000.0,1.0,1320000.0
1373750220000.0,7.0,2520000.0
1373751480000.0,6.0,1260000.0
1373753700000.0,2.0,2220000.0
1373754600000.0,1.0,900000.0
1373755320000.0,9.0,720000.0
1373756040000.0,8.0,720000.0
1373757420000.0,8.0,1380000.0
1373760360000.0,2.0,2940000.0
1373761020000.0,8.0,660000.0
1373764140000.0,4.0,3120000.0
1373764980000.0,5.0,840000.0
1373765760000.0,4.0,780000.0
1373766480000.0,0.0,720000.0
1373767920000.0,1.0,1440000.0
1373769300000.0,0.0,1380000.0
1373770080000.0,0.0,780000.0
1373770740000.0,0.0,660000.0
1373771340000.0,3.0,600000.0
1373772060000.0,6.0,720000.0
1373774040000.0,1.0,1980000.0
1373778420000.0,2.0,4380000.0
1373779020000.0,0.0,600000.0
1373782140000.0,1.0,3120000.0
1373786280000.0,2.0,4140000.0
1373790060000.0,2.0,3780000.0
1373790720000.0,0.0,660000.0
1373791680000.0,3.0,960000.0
1373793840000.0,4.0,2160000.0
1373795940000.0,2.0,2100000.0
1373797560000.0,2.0,1620000.0
1373799360000.0,4.0,1800000.0
1373800500000.0,6.0,1140000.0
1373804100000.0,7.0,3600000.0
1373805600000.0,3.0,1500000.0
1373806320000.0,1.0,720000.0
1373808780000.0,1.0,2460000.0
1373812320000.0,3.0,3540000.0
1373814840000.0,4.0,2520000.0
1373817000000.0,5.0,2160000.0
1373819100000.0,4.0,2100000.0
1373821380000.0,2.0,2280000.0
1373824020000.0,2.0,2640000.0
1373825040000.0,1.0,1020000.0
1373827560000.0,4.0,2520000.0
1373829300000.0,6.0,1740000.0
1373830680000.0,6.0,1380000.0
1373831940000.0,2.0,1260000.0
1373834160000.0,5.0,2220000.0
1373836380000.0,5.0,2220000.0
1373839560000.0,4.0,3180000.0
1373840760000.0,6.0,1200000.0
1373842080000.0,7.0,1320000.0
1373843700000.0,6.0,1620000.0
1373844540000.0,5.0,840000.0
1373846700000.0,4.0,2160000.0
1373848200000.0,6.0,1500000.0
1373849880000.0,2.0,1680000.0
1373851920000.0,2.0,2040000.0
1373855400000.0,3.0,3480000.0
1373857740000.0,3.0,2340000.0
1373859480000.0,1.0,1740000.0
1373861400000.0,2.0,1920000.0
1373864280000.0,1.0,2880000.0
1373872140000.0,5.0,7860000.0
1373873520000.0,4.0,1380000.0
1373874240000.0,3.0,720000.0
1373875500000.0,4.0,1260000.0
1373876280000.0,1.0,780000.0
1373878620000.0,4.0,2340000.0
1373879220000.0,7.0,600000.0
1373879880000.0,5.0,660000.0
1373880600000.0,9.0,720000.0
1373881500000.0,6.0,900000.0
1373882460000.0,6.0,960000.0
1373883600000.0,8.0,1140000.0
1373884380000.0,5.0,780000.0
1373888040000.0,8.0,3660000.0
1373890320000.0,7.0,2280000.0
1373891820000.0,0.0,1500000.0
1373892660000.0,4.0,840000.0
1373894160000.0,6.0,1500000.0
1373895420000.0,7.0,1260000.0
1373896620000.0,4.0,1200000.0
1373898240000.0,5.0,1620000.0
1373898840000.0,6.0,600000.0
1373901300000.0,6.0,2460000.0
1373903640000.0,8.0,2340000.0
1373905080000.0,4.0,1440000.0
1373905680000.0,2.0,600000.0
1373908980000.0,3.0,3300000.0
1373909760000.0,0.0,780000.0
1373911320000.0,6.0,1560000.0
1373912400000.0,4.0,1080000.0
1373915220000.0,5.0,2820000.0
1373916240000.0,3.0,1020000.0
1373919120000.0,0.0,2880000.0
1373920500000.0,2.0,1380000.0
1373923440000.0,5.0,2940000.0
1373928840000.0,4.0,5400000.0
1373937780000.0,2.0,8940000.0
1373943660000.0,0.0,5880000.0
1373949300000.0,5.0,5640000.0
1373951340000.0,2.0,2040000.0
1373955840000.0,1.0,4500000.0
1373959740000.0,6.0,3900000.0
1373965080000.0,7.0,5340000.0
1373968380000.0,4.0,3300000.0
1373970300000.0,1.0,1920000.0
1373973420000.0,1.0,3120000.0
1373974140000.0,0.0,720000.0
1373977740000.0,7.0,3600000.0
1373978520000.0,9.0,780000.0
1373979360000.0,4.0,840000.0
1373980140000.0,0.0,780000.0
1373981400000.0,3.0,1260000.0
1373985720000.0,4.0,4320000.0
1373988540000.0,4.0,2820000.0
1373990580000.0,3.0,2040000.0
1373994900000.0,7.0,4320000.0
1373996700000.0,2.0,1800000.0
1373997960000.0,4.0,1260000.0
1373998620000.0,1.0,660000.0
1373999520000.0,4.0,900000.0
1374000180000.0,2.0,660000.0
1374001920000.0,3.0,1740000.0
1374003060000.0,8.0,1140000.0
1374007440000.0,5.0,4380000.0
1374009480000.0,3.0,2040000.0
1374010320000.0,5.0,840000.0
1374011040000.0,2.0,720000.0
1374011760000.0,2.0,720000.0
1374012360000.0,3.0,600000.0
1374015000000.0,4.0,2640000.0
1374019140000.0,5.0,4140000.0
1374019980000.0,3.0,840000.0
1374020640000.0,5.0,660000.0
1374021540000.0,8.0,900000.0
1374027060000.0,4.0,5520000.0
1374030540000.0,5.0,3480000.0
1374031740000.0,3.0,1200000.0
1374033600000.0,4.0,1860000.0
1374040680000.0,4.0,7080000.0
1374046500000.0,3.0,5820000.0
1374048900000.0,6.0,2400000.0
1374049680000.0,2.0,780000.0
1374051420000.0,1.0,1740000.0
1374052080000.0,2.0,660000.0
1374055980000.0,8.0,3900000.0
1374059340000.0,3.0,3360000.0
1374060180000.0,1.0,840000.0
1374061320000.0,8.0,1140000.0
1374063780000.0,4.0,2460000.0
1374066780000.0,0.0,3000000.0
1374069900000.0,6.0,3120000.0
1374072300000.0,6.0,2400000.0
1374073140000.0,1.0,840000.0
1374075180000.0,6.0,2040000.0
1374077640000.0,3.0,2460000.0
1374081540000.0,5.0,3900000.0
1374083640000.0,3.0,2100000.0
1374086160000.0,6.0,2520000.0
1374091920000.0,4.0,5760000.0
1374093600000.0,2.0,1680000.0
1374102660000.0,2.0,9060000.0
1374108180000.0,7.0,5520000.0
1374110760000.0,7.0,2580000.0
1374111780000.0,3.0,1020000.0
1374113220000.0,0.0,1440000.0
1374119100000.0,2.0,5880000.0
1374121920000.0,8.0,2820000.0
1374122580000.0,2.0,660000.0
1374126240000.0,5.0,3660000.0
1374126900000.0,2.0,660000.0
1374127800000.0,4.0,900000.0
1374129900000.0,6.0,2100000.0
1374130620000.0,6.0,720000.0
1374131220000.0,6.0,600000.0
1374131880000.0,9.0,660000.0
1374132480000.0,9.0,600000.0
1374133140000.0,7.0,660000.0
1374133740000.0,8.0,600000.0
1374134400000.0,8.0,660000.0
1374135060000.0,7.0,660000.0
1374135900000.0,9.0,840000.0
1374136860000.0,5.0,960000.0
1374137880000.0,8.0,1020000.0
1374139380000.0,8.0,1500000.0
1374141000000.0,6.0,1620000.0
1374142140000.0,7.0,1140000.0
1374143160000.0,6.0,1020000.0
1374144540000.0,7.0,1380000.0
1374145260000.0,6.0,720000.0
1374146040000.0,5.0,780000.0
1374146940000.0,9.0,900000.0
1374148500000.0,5.0,1560000.0
1374149640000.0,6.0,1140000.0
1374150600000.0,5.0,960000.0
1374151620000.0,4.0,1020000.0
1374152760000.0,6.0,1140000.0
1374153960000.0,3.0,1200000.0
1374154860000.0,9.0,900000.0
1374155640000.0,8.0,780000.0
1374156540000.0,6.0,900000.0
1374157920000.0,3.0,1380000.0
1374159060000.0,2.0,1140000.0
1374159720000.0,5.0,660000.0
1374161580000.0,4.0,1860000.0
1374163140000.0,4.0,1560000.0
1374164520000.0,3.0,1380000.0
1374165180000.0,2.0,660000.0
1374166020000.0,1.0,840000.0
1374166860000.0,4.0,840000.0
1374168300000.0,7.0,1440000.0
1374170160000.0,6.0,1860000.0
1374173520000.0,8.0,3360000.0
1374174780000.0,4.0,1260000.0
1374175860000.0,4.0,1080000.0
1374176940000.0,4.0,1080000.0
1374177960000.0,5.0,1020000.0
1374179400000.0,8.0,1440000.0
1374181620000.0,7.0,2220000.0
1374183960000.0,5.0,2340000.0
1374185580000.0,4.0,1620000.0
1374186720000.0,5.0,1140000.0
1374189300000.0,7.0,2580000.0
1374193020000.0,4.0,3720000.0
1374199200000.0,9.0,6180000.0
1374201300000.0,5.0,2100000.0
1374204660000.0,7.0,3360000.0
1374206520000.0,5.0,1860000.0
1374208740000.0,6.0,2220000.0
1374213660000.0,8.0,4920000.0
1374215400000.0,5.0,1740000.0
1374216540000.0,8.0,1140000.0
1374217620000.0,4.0,1080000.0
1374219660000.0,5.0,2040000.0
1374222360000.0,5.0,2700000.0
1374224880000.0,3.0,2520000.0
1374226320000.0,4.0,1440000.0
1374229140000.0,3.0,2820000.0
1374231660000.0,3.0,2520000.0
1374235440000.0,6.0,3780000.0
1374238920000.0,3.0,3480000.0
1374242940000.0,4.0,4020000.0
1374245760000.0,5.0,2820000.0
1374248520000.0,4.0,2760000.0
1374249180000.0,6.0,660000.0
1374250080000.0,3.0,900000.0
1374251040000.0,6.0,960000.0
1374252300000.0,4.0,1260000.0
1374254940000.0,3.0,2640000.0
1374257340000.0,5.0,2400000.0
1374258000000.0,5.0,660000.0
1374258960000.0,5.0,960000.0
1374259980000.0,5.0,1020000.0
1374261960000.0,6.0,1980000.0
1374263460000.0,6.0,1500000.0
1374264840000.0,3.0,1380000.0
1374265860000.0,6.0,1020000.0
1374266940000.0,5.0,1080000.0
1374268980000.0,4.0,2040000.0
1374269820000.0,2.0,840000.0
1374270840000.0,5.0,1020000.0
1374271860000.0,3.0,1020000.0
1374273240000.0,5.0,1380000.0
1374274740000.0,5.0,1500000.0
1374276720000.0,3.0,1980000.0
1374277800000.0,3.0,1080000.0
1374279780000.0,2.0,1980000.0
1374280380000.0,0.0,600000.0
1374280980000.0,0.0,600000.0
1374282180000.0,0.0,1200000.0
1374283020000.0,0.0,840000.0
1374289620000.0,2.0,6600000.0
1374298560000.0,4.0,8940000.0
1374301380000.0,2.0,2820000.0
1374303000000.0,4.0,1620000.0
1374308040000.0,2.0,5040000.0
1374313320000.0,3.0,5280000.0
1374315600000.0,4.0,2280000.0
1374317940000.0,3.0,2340000.0
1374321900000.0,5.0,3960000.0
1374324600000.0,5.0,2700000.0
1374325800000.0,2.0,1200000.0
1374328620000.0,2.0,2820000.0
1374340140000.0,8.0,11520000.0
1374345000000.0,1.0,4860000.0
1374347940000.0,0.0,2940000.0
1374352920000.0,6.0,4980000.0
1374355020000.0,3.0,2100000.0
1374357360000.0,5.0,2340000.0
1374358980000.0,2.0,1620000.0
1374362340000.0,4.0,3360000.0
1374363000000.0,5.0,660000.0
1374363720000.0,5.0,720000.0
1374372540000.0,4.0,8820000.0
1374375540000.0,1.0,3000000.0
1374379020000.0,2.0,3480000.0
1374390060000.0,7.0,11040000.0
1374391620000.0,2.0,1560000.0
1374392580000.0,0.0,960000.0
1374396540000.0,2.0,3960000.0
1374400020000.0,5.0,3480000.0
1374402600000.0,2.0,2580000.0
1374407220000.0,3.0,4620000.0
1374411600000.0,8.0,4380000.0
1374416700000.0,5.0,5100000.0
1374418140000.0,5.0,1440000.0
1374418860000.0,6.0,720000.0
1374419700000.0,5.0,840000.0
1374420600000.0,5.0,900000.0
1374421740000.0,4.0,1140000.0
1374425700000.0,5.0,3960000.0
1374428700000.0,6.0,3000000.0
1374432420000.0,2.0,3720000.0
1374435840000.0,2.0,3420000.0
1374437400000.0,0.0,1560000.0
1374438060000.0,0.0,660000.0
1374440520000.0,1.0,2460000.0
1374443460000.0,6.0,2940000.0
1374444600000.0,1.0,1140000.0
1374446520000.0,2.0,1920000.0
1374450960000.0,6.0,4440000.0
1374455760000.0,6.0,4800000.0
1374458700000.0,2.0,2940000.0
1374465540000.0,3.0,6840000.0
1374467400000.0,5.0,1860000.0
1374470160000.0,3.0,2760000.0
1374471780000.0,5.0,1620000.0
1374474120000.0,3.0,2340000.0
1374474720000.0,1.0,600000.0
1374480060000.0,1.0,5340000.0
1374492900000.0,6.0,12840000.0
1374497160000.0,3.0,4260000.0
1374500160000.0,3.0,3000000.0
1374505080000.0,3.0,4920000.0
1374508620000.0,6.0,3540000.0
1374513420000.0,5.0,4800000.0
1374514800000.0,5.0,1380000.0
1374516900000.0,4.0,2100000.0
1374520440000.0,9.0,3540000.0
1374521100000.0,1.0,660000.0
1374522900000.0,1.0,1800000.0
1374523500000.0,1.0,600000.0
1374527040000.0,3.0,3540000.0
1374532920000.0,3.0,5880000.0
1374534720000.0,7.0,1800000.0
1374535440000.0,4.0,720000.0
1374538860000.0,6.0,3420000.0
1374546120000.0,4.0,7260000.0
1374558660000.0,6.0,12540000.0
1374565320000.0,4.0,6660000.0
1374569220000.0,4.0,3900000.0
1374571740000.0,2.0,2520000.0
1374573540000.0,2.0,1800000.0
1374574740000.0,6.0,1200000.0
1374577020000.0,9.0,2280000.0
1374580140000.0,7.0,3120000.0
1374584460000.0,2.0,4320000.0
1374587940000.0,2.0,3480000.0
1374588960000.0,3.0,1020000.0
1374590880000.0,4.0,1920000.0
1374592380000.0,4.0,1500000.0
1374593580000.0,5.0,1200000.0
1374594180000.0,4.0,600000.0
1374595800000.0,7.0,1620000.0
1374598080000.0,4.0,2280000.0
1374599340000.0,5.0,1260000.0
1374602220000.0,3.0,2880000.0
1374603600000.0,3.0,1380000.0
1374604860000.0,4.0,1260000.0
1374607020000.0,7.0,2160000.0
1374608220000.0,2.0,1200000.0
1374609180000.0,1.0,960000.0
1374610860000.0,1.0,1680000.0
1374616860000.0,5.0,6000000.0
1374622080000.0,6.0,5220000.0
1374624240000.0,2.0,2160000.0
1374625320000.0,0.0,1080000.0
1374630840000.0,4.0,5520000.0
1374631980000.0,3.0,1140000.0
1374635220000.0,4.0,3240000.0
1374638580000.0,1.0,3360000.0
1374651780000.0,4.0,13200000.0
1374654780000.0,4.0,3000000.0
1374664440000.0,6.0,9660000.0
1374668460000.0,5.0,4020000.0
1374672660000.0,5.0,4200000.0
1374676140000.0,5.0,3480000.0
1374678720000.0,4.0,2580000.0
1374681780000.0,3.0,3060000.0
1374684360000.0,3.0,2580000.0
1374685200000.0,5.0,840000.0
1374686400000.0,2.0,1200000.0
1374689820000.0,5.0,3420000.0
1374691740000.0,2.0,1920000.0
1374693300000.0,3.0,1560000.0
1374695640000.0,4.0,2340000.0
1374696720000.0,1.0,1080000.0
1374699780000.0,5.0,3060000.0
1374700740000.0,0.0,960000.0
1374705540000.0,5.0,4800000.0
1374710580000.0,2.0,5040000.0
1374711180000.0,0.0,600000.0
1374720600000.0,4.0,9420000.0
1374725340000.0,3.0,4740000.0
1374726360000.0,4.0,1020000.0
1374733680000.0,6.0,7320000.0
1374742920000.0,4.0,9240000.0
1374745260000.0,1.0,2340000.0
1374746100000.0,7.0,840000.0
1374746880000.0,8.0,780000.0
1374748320000.0,7.0,1440000.0
1374749520000.0,4.0,1200000.0
1374750420000.0,7.0,900000.0
1374751260000.0,9.0,840000.0
1374751980000.0,6.0,720000.0
1374752700000.0,6.0,720000.0
1374753900000.0,5.0,1200000.0
1374755460000.0,3.0,1560000.0
1374759300000.0,2.0,3840000.0
1374761100000.0,3.0,1800000.0
1374762300000.0,3.0,1200000.0
1374763860000.0,7.0,1560000.0
1374765420000.0,2.0,1560000.0
1374768360000.0,5.0,2940000.0
1374769320000.0,1.0,960000.0
1374770340000.0,4.0,1020000.0
1374771360000.0,4.0,1020000.0
1374772200000.0,2.0,840000.0
1374776400000.0,6.0,4200000.0
1374779700000.0,3.0,3300000.0
1374780480000.0,0.0,780000.0
1374782760000.0,1.0,2280000.0
1374784020000.0,0.0,1260000.0
1374793680000.0,6.0,9660000.0
1374797220000.0,3.0,3540000.0
1374801480000.0,5.0,4260000.0
1374810420000.0,6.0,8940000.0
1374818580000.0,5.0,8160000.0
1374832560000.0,4.0,13980000.0
1374840360000.0,2.0,7800000.0
1374841560000.0,1.0,1200000.0
1374844860000.0,2.0,3300000.0
1374845820000.0,4.0,960000.0
1374847380000.0,2.0,1560000.0
1374848340000.0,5.0,960000.0
1374849120000.0,5.0,780000.0
1374850380000.0,4.0,1260000.0
1374850980000.0,6.0,600000.0
1374853920000.0,5.0,2940000.0
1374858360000.0,4.0,4440000.0
1374864060000.0,5.0,5700000.0
1374864900000.0,2.0,840000.0
1374866580000.0,5.0,1680000.0
1374867900000.0,1.0,1320000.0
1374869160000.0,5.0,1260000.0
1374872220000.0,3.0,3060000.0
1374877260000.0,3.0,5040000.0
1374886800000.0,0.0,9540000.0
1374894240000.0,6.0,7440000.0
1374902820000.0,5.0,8580000.0
1374905580000.0,5.0,2760000.0
1374914640000.0,5.0,9060000.0
1374918960000.0,5.0,4320000.0
1374927120000.0,3.0,8160000.0
1374933360000.0,5.0,6240000.0
1374937740000.0,4.0,4380000.0
1374944340000.0,6.0,6600000.0
1374948000000.0,1.0,3660000.0
1374955920000.0,5.0,7920000.0
1374956820000.0,7.0,900000.0
1374957420000.0,1.0,600000.0
1374961200000.0,4.0,3780000.0
1374961920000.0,2.0,720000.0
1374962520000.0,0.0,600000.0
1374963960000.0,3.0,1440000.0
1374976260000.0,1.0,12300000.0
1374986340000.0,3.0,10080000.0
1374995040000.0,2.0,8700000.0
1375000200000.0,2.0,5160000.0
1375005660000.0,2.0,5460000.0
1375011300000.0,3.0,5640000.0
1375018020000.0,4.0,6720000.0
1375023540000.0,3.0,5520000.0
1375024380000.0,2.0,840000.0
1375025280000.0,6.0,900000.0
1375026000000.0,8.0,720000.0
1375026840000.0,9.0,840000.0
1375028100000.0,4.0,1260000.0
1375029840000.0,5.0,1740000.0
1375032420000.0,5.0,2580000.0
1375035540000.0,5.0,3120000.0
1375039980000.0,8.0,4440000.0
1375044840000.0,5.0,4860000.0
1375046700000.0,5.0,1860000.0
1375047720000.0,5.0,1020000.0
1375048680000.0,8.0,960000.0
1375049700000.0,6.0,1020000.0
1375051320000.0,6.0,1620000.0
1375052220000.0,6.0,900000.0
1375056060000.0,9.0,3840000.0
1375058280000.0,5.0,2220000.0
1375063320000.0,5.0,5040000.0
1375066740000.0,7.0,3420000.0
1375072320000.0,5.0,5580000.0
1375077960000.0,5.0,5640000.0
1375078920000.0,1.0,960000.0
1375081860000.0,3.0,2940000.0
1375087500000.0,7.0,5640000.0
1375091580000.0,4.0,4080000.0
1375092600000.0,5.0,1020000.0
1375094400000.0,8.0,1800000.0
1375102260000.0,5.0,7860000.0
1375107720000.0,8.0,5460000.0
1375112100000.0,3.0,4380000.0
1375118340000.0,2.0,6240000.0
1375124340000.0,4.0,6000000.0
1375128600000.0,6.0,4260000.0
1375131960000.0,5.0,3360000.0
1375134180000.0,3.0,2220000.0
1375140540000.0,6.0,6360000.0
1375153140000.0,8.0,12600000.0
1375155720000.0,7.0,2580000.0
1375166100000.0,7.0,10380000.0
1375169640000.0,6.0,3540000.0
1375170960000.0,4.0,1320000.0
1375174020000.0,7.0,3060000.0
1375176000000.0,4.0,1980000.0
1375181760000.0,4.0,5760000.0
1375183920000.0,3.0,2160000.0
1375186800000.0,5.0,2880000.0
1375191540000.0,5.0,4740000.0
1375194900000.0,3.0,3360000.0
1375195800000.0,2.0,900000.0
1375199880000.0,5.0,4080000.0
1375204140000.0,3.0,4260000.0
1375207440000.0,3.0,3300000.0
1375215060000.0,3.0,7620000.0
1375218000000.0,5.0,2940000.0
1375218600000.0,0.0,600000.0
1375219320000.0,3.0,720000.0
1375219920000.0,2.0,600000.0
1375221720000.0,7.0,1800000.0
1375222620000.0,5.0,900000.0
1375223580000.0,8.0,960000.0
1375224420000.0,8.0,840000.0
1375225380000.0,1.0,960000.0
1375229100000.0,5.0,3720000.0
1375230660000.0,7.0,1560000.0
1375235160000.0,2.0,4500000.0
1375243740000.0,3.0,8580000.0
1375244880000.0,2.0,1140000.0
1375245900000.0,6.0,1020000.0
1375247340000.0,7.0,1440000.0
1375248960000.0,6.0,1620000.0
1375250460000.0,8.0,1500000.0
1375255080000.0,9.0,4620000.0
1375258320000.0,5.0,3240000.0
1375259700000.0,6.0,1380000.0
1375261860000.0,3.0,2160000.0
1375263060000.0,7.0,1200000.0
1375264620000.0,5.0,1560000.0
1375266720000.0,3.0,2100000.0
1375267500000.0,3.0,780000.0
1375269540000.0,6.0,2040000.0
1375273080000.0,5.0,3540000.0
1375276140000.0,3.0,3060000.0
1375278000000.0,5.0,1860000.0
1375280100000.0,3.0,2100000.0
1375281420000.0,8.0,1320000.0
1375282140000.0,7.0,720000.0
1375283700000.0,6.0,1560000.0
1375285500000.0,6.0,1800000.0
1375286460000.0,6.0,960000.0
1375287480000.0,7.0,1020000.0
1375288740000.0,5.0,1260000.0
1375290480000.0,5.0,1740000.0
1375291920000.0,8.0,1440000.0
1375293060000.0,8.0,1140000.0
1375296120000.0,9.0,3060000.0
1375297380000.0,5.0,1260000.0
1375299060000.0,2.0,1680000.0
1375300080000.0,9.0,1020000.0
1375302300000.0,7.0,2220000.0
1375303440000.0,3.0,1140000.0
1375304880000.0,5.0,1440000.0
1375306980000.0,6.0,2100000.0
1375308960000.0,9.0,1980000.0
1375311300000.0,4.0,2340000.0
1375315140000.0,6.0,3840000.0
1375318020000.0,3.0,2880000.0
1375320060000.0,5.0,2040000.0
1375330200000.0,3.0,10140000.0
1375332300000.0,1.0,2100000.0
1375332900000.0,0.0,600000.0
1375333500000.0,5.0,600000.0
1375334880000.0,6.0,1380000.0
1375337220000.0,0.0,2340000.0
1375339320000.0,1.0,2100000.0
1375342980000.0,2.0,3660000.0
1375348560000.0,5.0,5580000.0
1375349520000.0,5.0,960000.0
1375350480000.0,4.0,960000.0
1375351080000.0,1.0,600000.0
1375351680000.0,0.0,600000.0
1375352580000.0,0.0,900000.0
1375354020000.0,0.0,1440000.0
1375355040000.0,1.0,1020000.0
1375356120000.0,3.0,1080000.0
1375357380000.0,0.0,1260000.0
1375358940000.0,1.0,1560000.0
1375362120000.0,1.0,3180000.0
1375365300000.0,1.0,3180000.0
1375367280000.0,6.0,1980000.0
1375369800000.0,4.0,2520000.0
1375377120000.0,5.0,7320000.0
1375378800000.0,1.0,1680000.0
1375381200000.0,6.0,2400000.0
1375382760000.0,5.0,1560000.0
1375383540000.0,6.0,780000.0
1375384380000.0,7.0,840000.0
1375385220000.0,7.0,840000.0
1375386600000.0,7.0,1380000.0
1375387500000.0,4.0,900000.0
1375388280000.0,4.0,780000.0
1375389900000.0,2.0,1620000.0
1375391220000.0,2.0,1320000.0
1375392840000.0,2.0,1620000.0
1375394040000.0,0.0,1200000.0
1375396920000.0,1.0,2880000.0
1375399140000.0,1.0,2220000.0
1375400460000.0,0.0,1320000.0
1375401060000.0,0.0,600000.0
1375401780000.0,0.0,720000.0
1375408680000.0,4.0,6900000.0
1375409280000.0,0.0,600000.0
1375411800000.0,5.0,2520000.0
1375412460000.0,5.0,660000.0
1375413060000.0,2.0,600000.0
1375414980000.0,3.0,1920000.0
1375415760000.0,3.0,780000.0
1375417080000.0,4.0,1320000.0
1375418760000.0,5.0,1680000.0
1375420140000.0,6.0,1380000.0
1375422000000.0,7.0,1860000.0
1375422900000.0,4.0,900000.0
1375424040000.0,2.0,1140000.0
1375424760000.0,3.0,720000.0
1375425720000.0,4.0,960000.0
1375426440000.0,5.0,720000.0
1375428300000.0,2.0,1860000.0
1375431360000.0,9.0,3060000.0
1375432620000.0,4.0,1260000.0
1375434060000.0,4.0,1440000.0
1375436820000.0,8.0,2760000.0
1375438320000.0,4.0,1500000.0
1375441620000.0,7.0,3300000.0
1375448220000.0,4.0,6600000.0
1375452300000.0,5.0,4080000.0
1375454640000.0,5.0,2340000.0
1375456260000.0,2.0,1620000.0
1375457220000.0,3.0,960000.0
1375459920000.0,4.0,2700000.0
1375462500000.0,6.0,2580000.0
1375464540000.0,6.0,2040000.0
1375466280000.0,4.0,1740000.0
1375467600000.0,3.0,1320000.0
1375468200000.0,5.0,600000.0
1375470360000.0,4.0,2160000.0
1375471860000.0,3.0,1500000.0
1375473360000.0,3.0,1500000.0
1375473960000.0,7.0,600000.0
1375474620000.0,2.0,660000.0
1375475340000.0,1.0,720000.0
